check_id,release,stage,section,entity,metric,expected,actual,unit,difference,status,method,source_document,source_page,source_url,notes,release_gate
N0115,FY 2025-26,adopted,Department rows,Corrections and Rehabilitation — Public Safety,operating budget,56147400000,56147400000,cents,0,PASS,fresh appendix extraction → database,Appendix C,2,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0116,FY 2025-26,adopted,Department rows,Corrections and Rehabilitation — Public Safety,capital budget,10370500000,10370500000,cents,0,PASS,fresh appendix extraction → database,Appendix J,1,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0117,FY 2025-26,adopted,Department rows,Corrections and Rehabilitation — Public Safety,funded positions,3086,3086,positions,0,PASS,fresh appendix extraction → database,Appendix C,2,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0118,FY 2025-26,adopted,Department rows,Corrections and Rehabilitation — Public Safety,total budget,66517900000,66517900000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,"1, 2",https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0119,FY 2025-26,adopted,Department rows,Fire Rescue — Public Safety,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,"1, 2",https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0120,FY 2025-26,adopted,Department rows,Fire Rescue — Public Safety,operating budget,88967500000,88967500000,cents,0,PASS,fresh appendix extraction → database,Appendix C,2,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0121,FY 2025-26,adopted,Department rows,Fire Rescue — Public Safety,capital budget,4700100000,4700100000,cents,0,PASS,fresh appendix extraction → database,Appendix J,1,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0122,FY 2025-26,adopted,Department rows,Fire Rescue — Public Safety,funded positions,3110,3110,positions,0,PASS,fresh appendix extraction → database,Appendix C,2,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0123,FY 2025-26,adopted,Department rows,Fire Rescue — Public Safety,total budget,93667600000,93667600000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,"1, 2",https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0124,FY 2025-26,adopted,Department rows,Emergency Management — Public Safety,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,"1, 3",https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0125,FY 2025-26,adopted,Department rows,Emergency Management — Public Safety,operating budget,1148500000,1148500000,cents,0,PASS,fresh appendix extraction → database,Appendix C,3,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0126,FY 2025-26,adopted,Department rows,Emergency Management — Public Safety,capital budget,26500000,26500000,cents,0,PASS,fresh appendix extraction → database,Appendix J,1,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0127,FY 2025-26,adopted,Department rows,Emergency Management — Public Safety,funded positions,36,36,positions,0,PASS,fresh appendix extraction → database,Appendix C,3,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0128,FY 2025-26,adopted,Department rows,Emergency Management — Public Safety,total budget,1175000000,1175000000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,"1, 3",https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0129,FY 2025-26,adopted,Department rows,Judicial Administration — Public Safety,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,"2, 3",https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0130,FY 2025-26,adopted,Department rows,Judicial Administration — Public Safety,operating budget,5637200000,5637200000,cents,0,PASS,fresh appendix extraction → database,Appendix C,3,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0131,FY 2025-26,adopted,Department rows,Judicial Administration — Public Safety,capital budget,3409300000,3409300000,cents,0,PASS,fresh appendix extraction → database,Appendix J,2,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0132,FY 2025-26,adopted,Department rows,Judicial Administration — Public Safety,funded positions,322,322,positions,0,PASS,fresh appendix extraction → database,Appendix C,3,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0133,FY 2025-26,adopted,Department rows,Judicial Administration — Public Safety,total budget,9046500000,9046500000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,"2, 3",https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0134,FY 2025-26,adopted,Department rows,Medical Examiner — Public Safety,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,"2, 4",https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0135,FY 2025-26,adopted,Department rows,Medical Examiner — Public Safety,operating budget,2202100000,2202100000,cents,0,PASS,fresh appendix extraction → database,Appendix C,4,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0136,FY 2025-26,adopted,Department rows,Medical Examiner — Public Safety,capital budget,327900000,327900000,cents,0,PASS,fresh appendix extraction → database,Appendix J,2,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0137,FY 2025-26,adopted,Department rows,Medical Examiner — Public Safety,funded positions,95,95,positions,0,PASS,fresh appendix extraction → database,Appendix C,4,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0138,FY 2025-26,adopted,Department rows,Medical Examiner — Public Safety,total budget,2530000000,2530000000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,"2, 4",https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0139,FY 2025-26,adopted,Department rows,Community Services Department — Public Safety,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,2,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0140,FY 2025-26,adopted,Department rows,Community Services Department — Public Safety,operating budget,1788900000,1788900000,cents,0,PASS,fresh appendix extraction → database,Appendix C,2,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0141,FY 2025-26,adopted,Department rows,Community Services Department — Public Safety,capital budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix J,,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0142,FY 2025-26,adopted,Department rows,Community Services Department — Public Safety,funded positions,105,105,positions,0,PASS,fresh appendix extraction → database,Appendix C,2,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0143,FY 2025-26,adopted,Department rows,Community Services Department — Public Safety,total budget,1788900000,1788900000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,2,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0144,FY 2025-26,adopted,Department rows,Miami-Dade Economic Advocacy Trust — Public Safety,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,5,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0145,FY 2025-26,adopted,Department rows,Miami-Dade Economic Advocacy Trust — Public Safety,operating budget,101800000,101800000,cents,0,PASS,fresh appendix extraction → database,Appendix C,5,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0146,FY 2025-26,adopted,Department rows,Miami-Dade Economic Advocacy Trust — Public Safety,capital budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix J,,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0147,FY 2025-26,adopted,Department rows,Miami-Dade Economic Advocacy Trust — Public Safety,funded positions,7,7,positions,0,PASS,fresh appendix extraction → database,Appendix C,5,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0148,FY 2025-26,adopted,Department rows,Miami-Dade Economic Advocacy Trust — Public Safety,total budget,101800000,101800000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,5,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0149,FY 2025-26,adopted,Department rows,Information and Technology — Public Safety,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,2,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0150,FY 2025-26,adopted,Department rows,Information and Technology — Public Safety,operating budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix C,,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0151,FY 2025-26,adopted,Department rows,Information and Technology — Public Safety,capital budget,2021100000,2021100000,cents,0,PASS,fresh appendix extraction → database,Appendix J,2,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0152,FY 2025-26,adopted,Department rows,Information and Technology — Public Safety,total budget,2021100000,2021100000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,2,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0153,FY 2025-26,adopted,Department rows,People and Internal Operations — Public Safety,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,2,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0154,FY 2025-26,adopted,Department rows,People and Internal Operations — Public Safety,operating budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix C,,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0155,FY 2025-26,adopted,Department rows,People and Internal Operations — Public Safety,capital budget,28500000,28500000,cents,0,PASS,fresh appendix extraction → database,Appendix J,2,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0156,FY 2025-26,adopted,Department rows,People and Internal Operations — Public Safety,total budget,28500000,28500000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,2,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0157,FY 2025-26,adopted,Department rows,Legal Aid — Public Safety,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,4,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0158,FY 2025-26,adopted,Department rows,Legal Aid — Public Safety,operating budget,848100000,848100000,cents,0,PASS,fresh appendix extraction → database,Appendix C,4,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0159,FY 2025-26,adopted,Department rows,Legal Aid — Public Safety,capital budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix J,,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0160,FY 2025-26,adopted,Department rows,Legal Aid — Public Safety,funded positions,57,57,positions,0,PASS,fresh appendix extraction → database,Appendix C,4,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0161,FY 2025-26,adopted,Department rows,Legal Aid — Public Safety,total budget,848100000,848100000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,4,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0162,FY 2025-26,adopted,Department rows,Law Library — Public Safety,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,4,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0163,FY 2025-26,adopted,Department rows,Law Library — Public Safety,operating budget,60600000,60600000,cents,0,PASS,fresh appendix extraction → database,Appendix C,4,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0164,FY 2025-26,adopted,Department rows,Law Library — Public Safety,capital budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix J,,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0165,FY 2025-26,adopted,Department rows,Law Library — Public Safety,funded positions,3,3,positions,0,PASS,fresh appendix extraction → database,Appendix C,4,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0166,FY 2025-26,adopted,Department rows,Law Library — Public Safety,total budget,60600000,60600000,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,4,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0167,FY 2025-26,adopted,Department rows,Juvenile Services — Public Safety,source row present,1,1,record,0,PASS,fresh appendix extraction → database,Appendix C / Appendix J,3,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0168,FY 2025-26,adopted,Department rows,Juvenile Services — Public Safety,operating budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix C,3,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0169,FY 2025-26,adopted,Department rows,Juvenile Services — Public Safety,capital budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix J,,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-j.pdf,,True
N0170,FY 2025-26,adopted,Department rows,Juvenile Services — Public Safety,funded positions,0,0,positions,0,PASS,fresh appendix extraction → database,Appendix C,3,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
N0171,FY 2025-26,adopted,Department rows,Juvenile Services — Public Safety,total budget,0,0,cents,0,PASS,fresh appendix extraction → database,Appendix C + Appendix J,3,https://www.miamidade.gov/resources/budget/adopted/fy2025-26/appendix-c.pdf,,True
